id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall_score,value_eur,wage_eur,team_position
216354,A. Kramarić,Andrej Kramarić,28,6/19/1991,177,73,Croatia,TSG 1899 Hoffenheim,83,27000000,61000,LS
230294,Louri Beretta,Lourival Adnan Beretta Barbosa,27,2/29/1992,188,83,Brazil,Atlético Mineiro,83,27500000,60000,ST
230375,Josué Chiamulera,Josué Durval Chiamulera Vaz,27,2/29/1992,185,80,Brazil,Grêmio,83,23500000,43000,RCB
230481,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,27,2/29/1992,177,75,Brazil,Grêmio,83,27000000,51000,RM
230142,Oyarzabal,Mikel Oyarzabal Ugarte,22,4/21/1997,181,78,Spain,Real Sociedad,82,31000000,39000,LW
229906,L. Bailey,Leon Bailey Butler,21,8/9/1997,178,79,Jamaica,Bayer 04 Leverkusen,82,30500000,65000,LM
230666,Gabriel Jesus,Gabriel Fernando de Jesus,22,4/3/1997,175,73,Brazil,Manchester City,82,31000000,140000,SUB
207410,M. Kovačić,Mateo Kovačić,25,5/6/1994,176,78,Croatia,Chelsea,82,29000000,125000,SUB
208596,A. Belotti,Andrea Belotti,25,12/20/1993,181,72,Italy,Torino,82,30000000,63000,ST
212151,T. Strakosha,Thomas Strakosha,24,3/19/1995,193,78,Albania,Lazio,82,22000000,39000,GK
220971,N. Keïta,Naby Keïta,24,2/10/1995,172,64,Guinea,Liverpool,82,29000000,95000,SUB
223959,L. Torreira,Lucas Torreira Di Pascua,23,2/11/1996,168,64,Uruguay,Arsenal,82,27000000,80000,RDM
224293,Rúben Neves,Rúben Diogo da Silva Neves,22,3/13/1997,180,80,Portugal,Wolverhampton Wanderers,82,29000000,89000,CM
225850,P. Kimpembe,Presnel Kimpembe,23,8/13/1995,189,80,France,Paris Saint-Germain,82,26500000,75000,SUB
225953,S. Bergwijn,Steven Bergwijn,21,10/8/1997,178,78,Netherlands,PSV,82,30000000,22000,CAM
226753,A. Onana,André Onana,23,4/2/1996,187,93,Cameroon,Ajax,82,22000000,18000,GK
227928,Nélson Semedo,Nélson Cabral Semedo,25,11/16/1993,177,67,Portugal,FC Barcelona,82,26000000,150000,RB
193105,A. Areola,Alphonse Areola,26,2/27/1993,195,94,France,Paris Saint-Germain,82,21000000,71000,GK
198009,M. Perin,Mattia Perin,26,11/10/1992,188,77,Italy,Juventus,82,21000000,90000,SUB
211320,D. Rugani,Daniele Rugani,24,7/29/1994,190,84,Italy,Juventus,82,26000000,95000,RES
214997,A. Correa,Ángel Correa,24,3/9/1995,171,68,Argentina,Atlético Madrid,82,29000000,59000,SUB
216201,Iñaki Williams,Iñaki Williams Arthuer,25,6/15/1994,186,79,Spain,Athletic Club de Bilbao,82,29000000,36000,RW
221992,H. Lozano,Hirving Rodrigo Lozano Bahena,23,7/30/1995,175,70,Mexico,PSV,82,29000000,26000,RW
227055,Gelson Martins,Gelson Dany Batalha Martins,24,5/11/1995,173,74,Portugal,AS Monaco,82,29000000,47000,RM
200726,B. Lecomte,Benjamin Lecomte,28,4/26/1991,186,78,France,AS Monaco,82,20000000,42000,GK
209989,T. Partey,Thomas Partey,26,6/13/1993,185,77,Ghana,Atlético Madrid,82,27000000,68000,RCM
211748,K. Demirbay,Kerem Demirbay,25,7/3/1993,182,72,Germany,Bayer 04 Leverkusen,82,27500000,75000,LF
197061,J. Matip,Joël Andre Job Matip,27,8/8/1991,194,90,Cameroon,Liverpool,82,23000000,99000,SUB
202651,Suso,Jesús Joaquín Fernández Sáez,25,11/19/1993,176,70,Spain,Milan,82,27000000,56000,RS
204639,S. Savić,Stefan Savić,28,1/8/1991,187,79,Montenegro,Atlético Madrid,82,22500000,65000,SUB
205452,A. Rüdiger,Antonio Rüdiger,26,3/3/1993,190,85,Germany,Chelsea,82,24000000,115000,SUB
209960,Pacheco,Fernando Pacheco Flores,27,5/18/1992,186,81,Spain,Deportivo Alavés,82,18500000,27000,GK
210243,Ricardo Pereira,Ricardo Barbosa Pereira,25,10/6/1993,175,70,Portugal,Leicester City,82,23500000,89000,RB
211256,N. Tagliafico,Nicolás Alejandro Tagliafico,26,8/31/1992,172,65,Argentina,Ajax,82,23500000,27000,LB
223952,David Soria,David Soria Solís,26,4/4/1993,192,85,Spain,Getafe CF,82,19500000,26000,GK
178750,Sergio Asenjo,Sergio  Asenjo Andrés,30,6/28/1989,189,87,Spain,Villarreal CF,82,17000000,33000,GK
189575,Muniain,Iker Muniain Goñi,26,12/19/1992,170,66,Spain,Athletic Club de Bilbao,82,26000000,35000,LW
192318,M. Götze,Mario Götze,27,6/3/1992,176,75,Germany,Borussia Dortmund,82,26000000,98000,SUB
193283,T. Delaney,Thomas Delaney,27,9/3/1991,182,79,Denmark,Borussia Dortmund,82,23000000,82000,SUB
193698,O. Baumann,Oliver Baumann,29,6/2/1990,187,82,Germany,TSG 1899 Hoffenheim,82,18000000,39000,GK
195093,Willian José,Willian José da Silva,27,11/23/1991,189,93,Brazil,Real Sociedad,82,26000000,44000,ST
199564,Sergi Roberto,Sergio Roberto Carnicer,27,2/7/1992,178,68,Spain,FC Barcelona,82,22000000,155000,SUB
200536,N. Schulz,Nico Schulz,26,4/1/1993,181,83,Germany,Borussia Dortmund,82,22500000,82000,LB
200610,K. Volland,Kevin Volland,26,7/30/1992,179,83,Germany,Bayer 04 Leverkusen,82,26500000,85000,ST
200724,Nacho Fernández,José Ignacio Fernández Iglesias,29,1/18/1990,180,76,Spain,Real Madrid,82,21000000,165000,SUB
201305,Gabriel Paulista,Gabriel Armando de Abreu,28,11/26/1990,187,79,Brazil,Valencia CF,82,21500000,46000,LCB
202562,J. Roussillon,Jérôme Roussillon,26,1/6/1993,175,80,France,VfL Wolfsburg,82,22500000,56000,LM
203263,H. Maguire,Harry Maguire,26,3/5/1993,194,100,England,Manchester United,82,23000000,125000,LCB
203486,T. Hazard,Thorgan Hazard,26,3/29/1993,175,71,Belgium,Borussia Dortmund,82,26000000,90000,LM
208448,E. Forsberg,Emil Forsberg,27,10/23/1991,179,74,Sweden,RB Leipzig,82,25500000,67000,LCM
208574,F. Kostić,Filip Kostić,26,11/1/1992,184,82,Serbia,Eintracht Frankfurt,82,26000000,49000,LM
216409,M. Politano,Matteo Politano,25,8/3/1993,171,67,Italy,Inter,82,26500000,77000,SUB
216547,Rafa,Rafael Alexandre Fernandes Ferreira da Silva,26,5/17/1993,172,66,Portugal,SL Benfica,82,26000000,21000,LM
24630,Pepe Reina,José Manuel  Reina Páez,36,8/31/1982,188,92,Spain,Milan,82,3700000,26000,SUB
53302,D. De Rossi,Daniele De Rossi,35,7/24/1983,184,83,Italy,Boca Juniors,82,7000000,23000,LCM
106231,Aduriz,Aritz Aduriz Zubeldia,38,2/11/1981,182,78,Spain,Athletic Club de Bilbao,82,8000000,29000,ST
146536,Jesús Navas,Jesús Navas González,33,11/21/1985,170,60,Spain,Sevilla FC,82,13500000,26000,RB
146562,Santi Cazorla,Santiago Cazorla González,34,12/13/1984,168,65,Spain,Villarreal CF,82,11000000,45000,CAM
156519,H. Herrera,Héctor Miguel Herrera López,29,4/19/1990,185,80,Mexico,Atlético Madrid,82,21500000,70000,SUB
158963,L. Biglia,Lucas Rodrigo Biglia,33,1/30/1986,178,63,Argentina,Milan,82,11000000,49000,CM
164835,L. Fabiański,Łukasz Fabiański,34,4/18/1985,190,83,Poland,West Ham United,82,9500000,75000,GK
168354,E. Viviano,Emiliano Viviano,33,12/1/1985,195,90,Italy,Sporting CP,82,12000000,15000,RES
178088,Juan Mata,Juan Manuel Mata García,31,4/28/1988,170,63,Spain,Manchester United,82,19500000,135000,SUB
178509,O. Giroud,Olivier Giroud,32,9/30/1986,193,92,France,Chelsea,82,17500000,140000,SUB
179645,S. Kjær,Simon Thorup Kjær,30,3/26/1989,191,84,Denmark,Sevilla FC,82,18000000,24000,RCB
180403,Willian,Willian Borges da Silva,30,8/9/1988,175,78,Brazil,Chelsea,82,21000000,140000,SUB
181786,V. Ćorluka,Vedran Ćorluka,33,2/5/1986,192,84,Croatia,Lokomotiv Moscow,82,10500000,1000,LCB
184200,M. Arnautović,Marko Arnautović,30,4/19/1989,192,83,Austria,Shanghai SIPG FC,82,21500000,29000,ST
184941,A. Sánchez,Alexis Alejandro Sánchez Sánchez,30,12/19/1988,169,62,Chile,Manchester United,82,21000000,150000,SUB
184942,Giuliano,Giuliano Victor de Paula,29,5/31/1990,172,68,Brazil,Al Nassr,82,21500000,59000,CAM
185103,A. Kolarov,Aleksandar Kolarov,33,11/10/1985,187,81,Serbia,Roma,82,10000000,52000,LB
186627,M. Balotelli,Mario  Barwuah Balotelli,28,8/12/1990,189,88,Italy,Brescia,82,23000000,27000,RS
187754,Marlos,Marlos Romero Bonfim,31,6/7/1988,174,69,Ukraine,Shakhtar Donetsk,82,19500000,1000,RAM
188803,Taison,Taison Barcellos Freda,31,1/13/1988,172,64,Brazil,Shakhtar Donetsk,82,19500000,1000,LAM
189068,B. Dost,Bas Dost,30,5/31/1989,196,89,Netherlands,Sporting CP,82,21500000,23000,SUB
189125,G. Bonaventura,Giacomo Bonaventura,29,8/22/1989,181,75,Italy,Milan,82,21500000,56000,SUB
189505,Pedro,Pedro Eliezer Rodríguez Ledesma,31,7/28/1987,169,65,Spain,Chelsea,82,19500000,140000,RW
189805,L. de Jong,Luuk de Jong,28,8/27/1990,188,86,Netherlands,Sevilla FC,82,23000000,29000,ST
190813,S. El Shaarawy,Stephan El Shaarawy,26,10/27/1992,178,72,Italy,Shanghai Greenland Shenhua FC,82,24000000,29000,LW
191740,Ander Herrera,Ander Herrera Agüera,29,8/14/1989,182,73,Spain,Paris Saint-Germain,82,21500000,100000,LCM
193348,X. Shaqiri,Xherdan Shaqiri,27,10/10/1991,169,72,Switzerland,Liverpool,82,23000000,120000,SUB
193525,Mário Fernandes,Mário Figueira Fernandes,28,9/19/1990,187,80,Russia,PFC CSKA Moscow,82,19000000,1000,RM
197655,S. Coates,Sebastián Coates Nión,28,10/7/1990,196,92,Uruguay,Sporting CP,82,19500000,20000,RCB
198951,C. Bakambu,Cédric Bakambu,28,4/11/1991,182,74,DR Congo,Beijing Sinobo Guoan FC,82,23000000,34000,RS
202371,T. Meunier,Thomas Meunier,27,9/12/1991,191,90,Belgium,Paris Saint-Germain,82,20000000,87000,SUB
202857,K. Bellarabi,Karim Bellarabi,29,4/8/1990,184,81,Germany,Bayer 04 Leverkusen,82,21500000,89000,SUB
207494,J. Lingard,Jesse Lingard,26,12/15/1992,175,62,England,Manchester United,82,24000000,135000,CAM
208808,Q. Promes,Quincy Anton Promes,27,1/4/1992,174,72,Netherlands,Ajax,82,23000000,32000,SUB
208830,J. Vardy,Jamie Vardy,32,1/11/1987,179,74,England,Leicester City,82,17500000,115000,ST
215333,D. Zapata,Duván Zapata,28,4/1/1991,189,88,Colombia,Atalanta,82,23000000,80000,LS
216475,Morales,José Luis Morales Nogales,31,7/23/1987,180,70,Spain,Levante UD,82,20000000,39000,LW
230168,Raphaelito Anjos,Raphael William Anjos Rochedo,31,2/29/1988,190,85,Brazil,Grêmio,82,14000000,32000,GK
230225,Juiano Mestres,Juan Everton Mestres de Mesquita,35,2/29/1984,181,82,Brazil,Cruzeiro,82,6500000,28000,RCB
230258,Rosberto Dourado,Rosberto J. Dourado Santos,31,2/29/1988,175,70,Brazil,Atlético Mineiro,82,17000000,46000,RDM
245309,E. Schetino,Egidio Maestre Schetino,27,2/29/1992,185,80,Uruguay,Uruguay,82,0,0,
245313,J. Sildero,José María Sildero,27,2/29/1992,177,75,Uruguay,Uruguay,82,0,0,
231478,L. Martínez,Lautaro Martínez,21,8/22/1997,174,81,Argentina,Inter,81,27000000,61000,RS
234906,H. Aouar,Houssem Aouar,21,6/30/1998,175,70,France,Olympique Lyonnais,81,26000000,59000,LCM
235569,T. Ndombele,Tanguy NDombèlé Alvaro,22,12/28/1996,181,76,France,Tottenham Hotspur,81,26000000,87000,LDM
240130,Éder Militão,Éder Gabriel Militão,21,1/18/1998,186,78,Brazil,Real Madrid,81,23000000,105000,SUB
205659,A. Cragno,Alessio Cragno,25,6/28/1994,184,78,Italy,Cagliari,81,18000000,30000,GK
221363,D. van de Beek,Donny van de Beek,22,4/18/1997,184,74,Netherlands,Ajax,81,24500000,24000,CAM
221660,V. Lindelöf,Victor Nilsson Lindelöf,24,7/17/1994,187,80,Sweden,Manchester United,81,22000000,97000,RCB
222509,Dani Ceballos,Daniel Ceballos Fernández,22,8/7/1996,179,70,Spain,Arsenal,81,24000000,82000,SUB
226456,Pablo Fornals,Pablo Fornals Malla,23,2/22/1996,178,67,Spain,West Ham United,81,24500000,82000,SUB
208333,E. Can,Emre Can,25,1/12/1994,184,82,Germany,Juventus,81,23000000,110000,RCM
211688,Gayà,José Luís Gayà Peña,24,5/25/1995,172,66,Spain,Valencia CF,81,21000000,35000,LB
236632,David Neres,David Neres Campos,22,3/3/1997,175,66,Brazil,Ajax,81,24000000,26000,LAM
210406,P. Zieliński,Piotr Zieliński,25,5/20/1994,180,75,Poland,Napoli,81,22500000,71000,LM
215316,G. Rulli,Gerónimo Rulli,27,5/20/1992,189,84,Argentina,Montpellier HSC,81,16000000,32000,GK
199503,G. Xhaka,Granit Xhaka,26,9/27/1992,185,82,Switzerland,Arsenal,81,21500000,94000,LDM
201400,Rafinha,Rafael Alcântara do Nascimento,26,2/12/1993,174,71,Brazil,FC Barcelona,81,22000000,160000,SUB
201455,G. Kondogbia,Geoffrey Kondogbia,26,2/15/1993,188,80,Central African Rep.,Valencia CF,81,21500000,45000,SUB
204923,M. Sabitzer,Marcel Sabitzer,25,3/17/1994,177,77,Austria,RB Leipzig,81,22500000,59000,RCM
205988,L. Shaw,Luke Shaw,23,7/12/1995,181,75,England,Manchester United,81,20000000,97000,LB
207877,J. Martínez,Josef Alexander Martínez,26,5/19/1993,170,69,Venezuela,Atlanta United,81,22500000,14000,ST
208135,A. Doucouré,Abdoulaye Doucouré,26,1/1/1993,184,76,France,Watford,81,20000000,73000,RDM
226790,W. Ndidi,Onyinye Wilfred Ndidi,22,12/16/1996,183,74,Nigeria,Leicester City,81,20500000,74000,CDM
200316,T. Horn,Timo Horn,26,5/12/1993,192,90,Germany,1. FC Köln,81,15500000,28000,GK
204638,W. Orban,Willi Orban,26,11/3/1992,186,83,Hungary,RB Leipzig,81,19000000,57000,LCB
206467,A. Plea,Alassane Plea,26,3/10/1993,181,79,France,Borussia Mönchengladbach,81,22000000,41000,LS
207791,Y. Poulsen,Yussuf Yurary Poulsen,25,6/15/1994,193,78,Denmark,RB Leipzig,81,22000000,65000,RS
207807,R. Fraser,Ryan Fraser,25,2/24/1994,163,70,Scotland,Bournemouth,81,21500000,76000,LM
207862,M. Ginter,Matthias Ginter,25,1/19/1994,191,89,Germany,Borussia Mönchengladbach,81,19500000,33000,RCB
209889,R. Guerreiro,Raphaël Guerreiro,25,12/22/1993,170,71,Portugal,Borussia Dortmund,81,21500000,79000,SUB
212814,João Mário,João Mário Naval Costa Eduardo,26,1/19/1993,179,73,Portugal,Inter,81,21500000,74000,RES
213874,Thiago Mendes,Thiago Henrique Mendes Ribeiro,27,3/15/1992,177,80,Brazil,Olympique Lyonnais,81,19000000,73000,RCM
216145,A. Izzo,Armando Izzo,27,3/2/1992,183,78,Italy,Torino,81,18500000,51000,RCB
216352,M. Brozović,Marcelo Brozović,26,11/16/1992,181,68,Croatia,Inter,81,19500000,68000,CDM
190544,A. Ljajić,Adem Ljajić,27,9/29/1991,182,74,Serbia,Beşiktaş JK,81,20500000,80000,CAM
193165,J. Corona,Jesús Corona,26,1/6/1993,173,62,Mexico,FC Porto,81,21000000,19000,RM
199575,Jordi Masip,Jordi Masip López,30,1/3/1989,180,76,Spain,Real Valladolid CF,81,14000000,21000,GK
204120,T. Vaclík,Tomáš Vaclík,30,3/29/1989,188,85,Czech Republic,Sevilla FC,81,14000000,18000,GK
206304,L. Milivojević,Luka Milivojević,28,4/7/1991,186,80,Serbia,Crystal Palace,81,17500000,66000,RCM
208093,Gerard Moreno,Gerard Moreno Balagueró,27,4/7/1992,180,77,Spain,Villarreal CF,81,21000000,45000,ST
223689,W. Weghorst,Wout Weghorst,26,8/7/1992,197,84,Netherlands,VfL Wolfsburg,81,21000000,62000,ST
20775,Quaresma,Ricardo Andrade Quaresma Bernardo,35,9/26/1983,175,67,Portugal,Beşiktaş JK,81,8000000,59000,RM
112316,J. Mathieu,Jérémy Mathieu,35,10/29/1983,189,84,France,Sporting CP,81,5500000,13000,LCB
138412,J. Milner,James Philip Milner,33,1/4/1986,175,70,England,Liverpool,81,10500000,105000,SUB
142707,L. López,Lisandro López,36,3/2/1983,174,72,Argentina,Racing Club,81,6500000,25000,LS
159145,B. Gomis,Bafétimbi Gomis,33,8/6/1985,184,77,France,Al Hilal,81,11000000,56000,LS
162240,M. Dembélé,Moussa Sidi Yaya Dembélé,31,7/16/1987,185,85,Belgium,Guangzhou R&F FC,81,15000000,23000,CM
162895,Cesc Fàbregas,Francesc Fàbregas i Soler,32,5/4/1987,179,77,Spain,AS Monaco,81,13500000,50000,LCM
163489,A. Consigli,Andrea Consigli,32,1/27/1987,189,82,Italy,Sassuolo,81,11000000,48000,GK
165229,L. Koscielny,Laurent Koscielny,33,9/10/1985,186,75,France,FC Girondins de Bordeaux,81,8500000,39000,CB
168530,Jardel,Jardel Nivaldo Vieira,33,3/29/1986,192,86,Brazil,SL Benfica,81,8500000,18000,SUB
169195,Renato Augusto,Renato  Soares de Oliveira Augusto,31,2/8/1988,186,86,Brazil,Beijing Sinobo Guoan FC,81,15000000,28000,LAM
171791,José Fonte,José Miguel da Rocha Fonte,35,12/22/1983,187,81,Portugal,LOSC Lille,81,5500000,32000,RCB
171897,A. Guardado,José Andrés Guardado Hernández,32,9/28/1986,169,67,Mexico,Real Betis,81,13500000,32000,LCM
173771,L. Piszczek,Łukasz Piszczek,34,6/3/1985,184,79,Poland,Borussia Dortmund,81,6000000,76000,RB
176600,K. Gameiro,Kévin Gameiro,32,5/9/1987,172,70,France,Valencia CF,81,14000000,48000,RS
177388,D. Payet,Dimitri  Payet,32,3/29/1987,175,77,France,Olympique de Marseille,81,14000000,46000,LW
177600,Beñat,Beñat Etxebarria Urkiaga,32,2/19/1987,177,76,Spain,Athletic Club de Bilbao,81,13500000,32000,LCM
178086,Adán,Antonio Adán Garrido,32,5/13/1987,190,92,Spain,Atlético Madrid,81,11000000,46000,SUB
179784,B. Höwedes,Benedikt Höwedes,31,2/29/1988,188,77,Germany,Lokomotiv Moscow,81,13000000,1000,RCB
182494,F. Muslera,Fernando Muslera,33,6/16/1986,190,74,Uruguay,Galatasaray SK,81,9500000,59000,GK
183394,M. Sissoko,Moussa Sissoko,29,8/16/1989,187,91,France,Tottenham Hotspur,81,17000000,105000,SUB
183498,M. Parolo,Marco Parolo,34,1/25/1985,184,75,Italy,Lazio,81,7000000,54000,SUB
184134,Fernando,Fernando Francisco Reges,31,7/25/1987,183,76,Brazil,Sevilla FC,81,13500000,22000,CDM
184144,N. Gaitán,Osvaldo Nicolás Fabián Gaitán,31,2/23/1988,173,66,Argentina,Chicago Fire,81,15500000,13000,CAM
184431,S. Giovinco,Sebastian Giovinco,32,1/26/1987,163,61,Italy,Al Hilal,81,14000000,56000,RS
185221,Luiz Gustavo,Luiz Gustavo Dias,31,7/23/1987,187,78,Brazil,Olympique de Marseille,81,13500000,42000,CDM
188829,N. Nkoulou,Nicolas N'Koulou,29,3/27/1990,184,77,Cameroon,Torino,81,15000000,54000,CB
191202,N. Matić,Nemanja Matić,30,8/1/1988,194,85,Serbia,Manchester United,81,14500000,115000,SUB
192638,Marcos Alonso,Marcos Alonso Mendoza,28,12/28/1990,188,87,Spain,Chelsea,81,15000000,115000,SUB
192883,H. Mkhitaryan,Henrikh Mkhitaryan,30,1/21/1989,177,75,Armenia,Arsenal,81,17000000,94000,SUB
194022,André Almeida,André Gomes Magalhaes de Almeida,28,9/10/1990,185,80,Portugal,SL Benfica,81,15000000,18000,RB
203551,A. Florenzi,Alessandro  Florenzi,28,3/11/1991,173,67,Italy,Roma,81,15000000,51000,RB
204399,E. Zahavi,Eran Zahavi,31,7/25/1987,182,71,Israel,Guangzhou R&F FC,81,16000000,25000,LW
207471,F. Vázquez,Franco Vázquez,30,2/22/1989,186,82,Argentina,Sevilla FC,81,16500000,24000,LCM
208618,Lucas Vázquez,Lucas Vázquez Iglesias,28,7/1/1991,173,70,Spain,Real Madrid,81,18000000,180000,SUB
216194,Dani García,Daniel García Carrillo,29,5/24/1990,180,80,Spain,Athletic Club de Bilbao,81,17000000,33000,RCM
224334,M. Acuña,Marcos Javier Acuña,27,10/28/1991,172,69,Argentina,Sporting CP,81,18500000,21000,LW
230271,Laure Santeiro,Laureano Thomas Santeiro Marre,31,2/29/1988,171,63,Brazil,Fluminense,81,15500000,40000,LM
245299,J. Frendado,Jaime Nicolás Frendado,35,2/29/1984,181,82,Uruguay,Uruguay,81,0,0,
245304,S. Ardero,Saúl Marcelo Ardero,31,2/29/1988,171,63,Uruguay,Uruguay,81,0,0,
245305,L. Dálves,Luis Roberto Dálves,27,2/29/1992,188,83,Uruguay,Uruguay,81,0,0,
251700,S. Mandíquez,Segundo Mandíquez,30,3/16/1989,188,84,Ecuador,Ecuador,81,0,0,
242444,João Félix,João Félix Sequeira,19,11/10/1999,181,70,Portugal,Atlético Madrid,80,28000000,38000,RS
224232,N. Barella,Nicolò Barella,22,2/7/1997,175,68,Italy,Inter,80,21500000,60000,RCM
225100,J. Gomez,Joe Gomez,22,5/23/1997,188,77,England,Liverpool,80,20000000,73000,RCB
213661,A. Christensen,Andreas Christensen,23,4/10/1996,187,81,Denmark,Chelsea,80,19000000,85000,RCB
215698,M. Maignan,Mike Maignan,23,7/3/1995,191,89,France,LOSC Lille,80,16000000,28000,GK
216393,Y. Tielemans,Youri Tielemans,22,5/7/1997,176,72,Belgium,Leicester City,80,20500000,76000,RCM
229668,Mario Hermoso,Mario Hermoso Canseco,24,6/18/1995,184,75,Spain,Atlético Madrid,80,19000000,46000,SUB
234153,Carlos Soler,Carlos Soler Barragán,22,1/2/1997,180,76,Spain,Valencia CF,80,21000000,36000,RM
220477,M. Caldara,Mattia Caldara,25,5/5/1994,187,80,Italy,Milan,80,18000000,40000,SUB
222400,H. Winks,Harry Winks,23,2/2/1996,176,74,England,Tottenham Hotspur,80,20000000,82000,RDM
223113,K. Piątek,Krzysztof Piątek,24,7/1/1995,183,77,Poland,Milan,80,20500000,44000,LS
224458,Diogo Jota,Diogo José Teixeira da Silva,22,12/4/1996,178,73,Portugal,Wolverhampton Wanderers,80,20500000,84000,LS
226161,Marcos Llorente,Marcos Llorente Moreno,24,1/30/1995,184,74,Spain,Atlético Madrid,80,18500000,46000,SUB
228618,F. Mendy,Ferland Mendy,24,6/8/1995,180,73,France,Real Madrid,80,18000000,115000,SUB
236679,Melendo,Óscar Melendo Jiménez,21,8/23/1997,167,63,Spain,RCD Espanyol,80,20500000,26000,RM
239818,Rúben Dias,Rúben Alves Dias,22,5/14/1997,186,82,Portugal,SL Benfica,80,18500000,14000,RCB
241671,D. Livaković,Dominik Livaković,23,9/2/1995,187,79,Croatia,Dinamo Zagreb,80,15500000,1000,GK
203747,Héctor Bellerín,Héctor Bellerín Moruno,24,3/19/1995,178,74,Spain,Arsenal,80,17500000,69000,SUB
204884,B. Mendy,Benjamin Mendy,24,7/17/1994,185,85,France,Manchester City,80,17500000,96000,SUB
211591,M. Dembélé,Moussa Dembélé,22,7/12/1996,183,74,France,Olympique Lyonnais,80,20000000,71000,ST
211990,O. Vlachodimos,Odisseas Vlachodimos,25,4/26/1994,188,77,Greece,SL Benfica,80,14500000,12000,GK
212623,Santi Mina,Santiago Mina Lorenzo,23,12/7/1995,181,77,Spain,RC Celta,80,20000000,29000,LS
212692,Rony Lopes,Marcos Paulo Mesquita Lopes,23,12/28/1995,174,68,Portugal,Sevilla FC,80,20000000,19000,LW
215330,J. Correa,Joaquín Correa,24,8/13/1994,188,77,Argentina,Lazio,80,20000000,53000,CF
219809,T. Bakayoko,Tiémoué Bakayoko,24,8/17/1994,189,85,France,Chelsea,80,18000000,85000,RES
226168,M. Eggestein,Maximilian Eggestein,22,12/8/1996,181,75,Germany,SV Werder Bremen,80,19500000,31000,RCM
234035,Odriozola,Álvaro Odriozola Arzalluz,23,12/14/1995,176,66,Spain,Real Madrid,80,17500000,115000,SUB
239207,M. Gómez,Maximiliano Gómez,22,8/14/1996,186,84,Uruguay,Valencia CF,80,20000000,40000,SUB
202648,Sergi Darder,Sergi Darder Moll,25,12/22/1993,180,71,Spain,RCD Espanyol,80,19000000,33000,LCM
204311,K. Zouma,Kurt Happy Zouma,24,10/27/1994,190,96,France,Chelsea,80,17500000,85000,LCB
207439,L. Paredes,Leandro Paredes,25,6/29/1994,180,75,Argentina,Paris Saint-Germain,80,19000000,79000,SUB
208920,N. Aké,Nathan Aké,24,2/18/1995,180,75,Netherlands,Bournemouth,80,17500000,58000,LCB
210864,E. Hysaj,Elseid Hysaj,25,2/2/1994,182,70,Albania,Napoli,80,17000000,60000,SUB
211575,André Gomes,André Filipe Tavares Gomes,25,7/30/1993,188,84,Portugal,Everton,80,17500000,76000,LDM
